NomenclatureCode,Nomenclature,ProductGroup,ProductGroupDescription,ProductCode,ProductDescription
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841290,Parts of hydraulic & pneumatic & other power en
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841311,Pumps with or w/o a meas device for disp fuel/l
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841319,Pumps fitted or designed to be fitted with a me
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841320,"Hand pumps nes, o/t those of subheading No 8413"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841330,"Fuel, lubricating or cooling medium pumps for i"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841340,Concrete pumps
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841350,Reciprocating positive displacement pumps nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841360,Rotary positive displacement pumps nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841370,Centrifugal pumps nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841381,Pumps nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841382,Liquid elevators
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841391,Parts of pumps for liquid whether or not fitted
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841392,Parts of liquid elevators
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841410,Vacuum pumps
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841420,Hand or foot-operated air pumps
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841430,Compressors of a kind used in refrigerating equ
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841440,Air compressors mounted on a wheeled chassis fo
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841459,Fans nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841480,"Air or gas compressors, hoods"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841490,"Parts of vacuum pumps, compressors, fans, blowe"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841510,"Air conditioning machines window or wall types,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841581,Air cond mach nes inc a ref unit and a valve fo
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841582,"Air cond mach nes, inc a refrigerating unit"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841583,"Air cond mach nes, not incorporating refrigerat"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841590,Parts of air conditioning machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841610,Furnace burners for liquid fuel
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841620,"Furnace burners nes, including combination burn"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841630,"Mech.stokers, mech.grates, mech.ash dischargers"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841690,"Parts of furnace burners,mech stokers grates,as"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841710,"Furnaces&ovens n-elec for the roast,melt or h-t"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841720,"Bakery ovens, including biscuit ovens, non-elec"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841780,"Industrial or lab furnaces & ovens, inc inciner"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841790,Parts of industrial or lab furnaces & ovens inc
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841810,"Combined refrigerator-freezers, fitted with sep"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841821,"Refrigerators, household type, compression-type"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841822,"Refrigerators, household type, absorption-type,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841829,"Refrigerators, household type, nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841830,"Freezers of the chest type, not exceeding 800 l"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841840,"Freezers of the upright type, not exceeding 900"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841850,"Other refrigerating or freezing chests,cabinets"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841861,Compression type refrigrting or freez equip who
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841869,Refrigerating or freezing equipment nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841891,Furniture designed to receive refrigerating or
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841899,"Parts of refrigerating or freezing equipment, n"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841911,Instantaneous gas water heaters
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841919,"Instantaneous or storage water heaters, non-ele"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841920,"Medical, surgical or laboratory sterilizers"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841931,Dryers for agricultural products
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841932,"Dryers for wood, paper pulp, paper or paperboar"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841939,"Non-domestic, non-electric dryers nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841940,Distilling or rectifying plant
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841950,"Heat exchange units, non-domestic, non-electric"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841960,Machinery for liquefying air or other gases
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841981,Machinery for making hot drinks or for cooking
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841989,"Machinery, plant or laboratory equip for treat"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,841990,"Parts of machinery, plant and equipment of head"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842010,"Calendering or rolling machines, excluding for"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842091,"Cylinders for calendering or rolling mach, excl"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842099,"Parts of calendering or rolling mach nes, exclu"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842111,Cream separators
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842112,"Clothes-dryers, centrifugal"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842119,Centrifuges nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842121,Filtering or purifying machinery and apparatus
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842122,Filtering or purifying machinery and apparatus
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842123,Oil or petrol-filters for internal combustion e
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842129,Filtering or purifying machinery and apparatus
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842131,Intake air filters for internal combustion engi
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842139,Filtering or purifying machinery and apparatus
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842191,"Parts of centrifuges, including centrifugal dry"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842199,Parts for filtering or purifying mchy & apparat
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842219,Dish washing machines nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842220,Machinery for cleaning or drying bottles or con
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842230,Mach for fil/clos/seal/etc.btle/can/box/bag/ctn
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842240,Packing or wrapping machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842290,"Pts of dish washing,cleaning or drying containe"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842310,"Personal weighing machines, including baby scal"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842320,Scales for continuous weighing of goods on conv
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842330,"Constant weight scales, including hopper scales"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842381,Weighing machinery having a maximum weighing ca
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842382,Weighing machinery having a maximum weighing ca
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842389,"Weighing machinery, nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842390,Weighing machine weights of all kinds; parts of
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842410,"Fire extinguishers, whether or not charged"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842420,Spray guns and similar appliances
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842430,Steam or sand blasting machines and similar jet
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842481,Mech appl for proj/disp or spraying liquids or
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842489,Mech appl (whether or not hand-op) for proj/dis
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842490,Pts of mech app (hand-op or not) for proj/disp
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842511,Pulley tackle/hoists electric (exc skip hoists/
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842519,Pulley tackle/hoists nes (exc skip hoists or ho
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842520,Pit-head winding gear winches specially designe
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842531,Winches or capstans nes powered by electric mot
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842539,Winches or captsans nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842541,Built-in jacking systems of a type used in gara
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842542,Jacks & hoists nes hydraulic
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842549,Jacks & hoists nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842611,Gantry & overhead travelling cranes on fixed su
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842612,Mobile lifting frames on tyres and straddle car
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842619,Transporter or bridge cranes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842620,Tower cranes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842630,Portal or pedestal jib cranes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842641,Derricks/cranes or works trucks fitted with a c
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842649,"Derricks, cranes or work trucks fitted with a c"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842691,Cranes designed for mounting on road vehicles
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842699,Cranes or derricks nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842710,Self-propelled works trucks powered by an elect
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842720,Self-propelled works trucks nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842790,Trucks fitted with lifting or handling equipmen
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842810,Lifts and skip hoists
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842820,Pneumatic elevators and conveyors
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842831,Cont-action elevators/conveyors for goods/mat s
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842832,"Cont-action elevators/conveyors for goods/mat,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842833,"Cont-action elevators/conveyors for goods/mat,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842839,Cont-action elevators/conveyors for goods/mat n
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842840,Escalators and moving walkways
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842850,Wagon handling equipment
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842860,"Teleferics,chair-lifts,ski-draglines; traction"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842890,"Lifting, handling, loading or unloading machine"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842911,"Bulldozers and angledozers, crawler type"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842919,"Bulldozers and angledozers, wheeled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842920,"Graders and levellers, self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842930,"Scrapers, self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842940,"Tamping machines and road rollers, self-propell"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842951,Front end shovel loaders
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842952,Shovels and excavators with a 360 revolving sup
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,842959,Self-propelled excavating machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843010,Pile-drivers and pile-extractors
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843020,"Snow-ploughs and snow-blowers, not self-propell"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843031,"Coal or rock cutters, self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843039,"Coal or rock cutters, not self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843041,"Boring or sinking machinery nes, self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843049,"Boring or sinking machinery nes, not self-prope"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843050,"Construction equipment, self-propelled nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843061,"Tamping or compacting machinery, not self-prope"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843062,"Scrapers, not self-propelled"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843069,"Construction equipment, not self-propelled nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843110,Parts of machinery of heading No 84.25
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843120,Parts of fork-lift and other works trucks fitte
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843131,"Parts of lifts, skip hoist or escalators"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843139,"Parts of lifting, handling, loading or unloadin"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843141,"Buckets, shovels, grabs and grips of excavating"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843142,Bulldozer and angledozer blades
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843143,"Parts of boring or sinking machinery, whether o"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843149,"Parts of cranes, work-trucks, shovels, and othe"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843210,Ploughs
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843221,Disc harrows
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843229,"Scarifiers, cultivators, weeders and hoes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843230,"Seeders, planters and transplanters"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843240,Manure spreaders and fertiliser distributors
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843280,"Rollers, stone-removers and oth soil preparatio"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843290,Parts for rollers and other soil preparation or
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843320,Mowers for hay etc including cutter bars for tr
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843330,Hay tedders and rakes and other haymaking machi
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843340,"Straw or fodder balers, including pick-up baler"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843351,Combine harvester-threshers
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843352,Threshing machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843353,Root or tuber harvesting machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843359,Harvesting machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843360,"Machines for cleaning, sorting or grading eggs,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843390,"Parts of harvesting, threshing and oth agricult"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843410,Milking machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843420,Dairy machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843490,Parts of milking machines and dairy machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843510,"Presses, crushers &sim mach used in the mfg of"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843590,"Parts of presses, crushers & sim mach used in t"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843610,Machinery for preparing animal feeding stuffs
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843621,Poultry incubators and brooders
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843629,"Poultry-keeping machinery, nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843680,Agri/hortic/forestry bee-keeping mach nes inc g
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843691,Parts of poultry-keeping machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843699,Parts of agr/hort/forestry/bee-keeping mach nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843710,"Machines for cleaning/sorting or grading seed,g"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843780,Mach for milling/working of cereals/ dried legu
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843790,"Pts of clean/sort mach etc for seed/grn, mill/w"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843810,"Bakery mach and machy for the mfg of macaroni,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843820,"Machinery for the manufacture of confectionary,"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843830,Machinery for sugar manufacture
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843840,Brewery machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843850,Machinery for the preparation of meat or poultr
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843860,"Machinery for the preparation of fruits, nuts o"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843880,Mach for the ind prep/mfr of food/ drink exc fo
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843890,Pts of mach for the ind prep/mfr of food etc ex
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843910,Machinery for making pulp of fibrous cellulosic
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843920,Machinery for making paper or paperboard
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843930,Machinery for finishing paper or paperboard
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843991,Parts of mach for making pulp of fibrous cellul
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,843999,Parts of mach for making or finishing paper or
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844010,"Book-binding machinery, including book-sewing m"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844090,Parts of book-binding machinery including book-
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844110,"Cutting machines for paper pulp, paper or paper"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844120,"Machines for making bags, sacks or envelopes of"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844130,"Mach for making boxes or sim cont, of paper or"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844140,"Machines for moulding articles in paper pulp, p"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844180,"Machinery for making up paper pulp, paper or pa"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844190,"Pts of mach for making up paper pulp,paper or p"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844210,Phototype-setting and composing machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844220,Mach app&equip for type-set or comp by oth proc
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844230,Mach app & equip for preparing or making printi
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844240,Pts of mach/app&equip for type-set or type-foun
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844250,"Printing type,blocks,plates,cylinders&oth print"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844311,Reel fed offset printing machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844312,"Sheet fed, office type (sheet size not exc-22x3"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844319,Offset printing machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844321,Reel fed letterpress printing mach exc flexogra
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844329,Letterpress printing machinery nes exc flexogra
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844330,Flexographic printing machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844340,Gravure printing machinery
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844350,Printing machinery nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844360,Machines for uses ancillary to printing
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844390,Parts of printing machinery & machines for uses
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844400,"Machines for extruding, drawing, text or cuttin"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844511,Textile carding machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844512,Textile combing machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844513,Textile drawing or roving machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844519,Textile preparing machines nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844520,Textile spinning machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844530,Textile doubling or twisting machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844540,Textile winding (including weft-winding) or ree
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844590,Machinery for producing or preparing textile ya
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844610,Machines for weaving fabrics of a width not exc
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844621,Machines for weaving fabrics of a width exc 30
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844629,Machines for weaving fabrics of a width exceedi
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844630,Machines for weaving fabrics of a width exceedi
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844711,Circular knitting machines with cylinder diamet
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844712,Circular knitting machines with cylinder diamet
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844720,Flat knitting machines; stitch-bonding machines
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844790,Mach for making gimped yarn/tulle/lace/embroide
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844811,"Dobbies,Jacquards,card reducing, for use with m"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844819,Auxiliary machinery nes for machines of heading
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844820,Pts & access of mach of hdg No 84.44 or of thei
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844831,Card clothing for hdg No 84.45
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844832,"Pts&access of mach for prep text fib,(exc card"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844833,"Spindles,spindle flyers,spinning rings&ring tra"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844839,Pts & access of mach of heading No 84.45 or of
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844841,Shuttles for weaving machines (looms)
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844842,"Reeds for looms, healds & heald-frames for weav"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844849,Parts and accessories of weaving mches or of th
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844851,"Sinkers,needles&oth art. used in form stitches"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844859,Parts&access of machines of hdg No 84.47 or of
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,844900,Mach for the mfr or fin of felt or n-wov in the
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845020,Household or laundry-type washing mach of a dry
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845090,Parts of household or laundry-type washing mach
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845110,Dry-cleaning machines o/t hdg No 84.50
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845129,Drying machines (o/t No 84.50) nes
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845130,Ironing mach & presses (including fusing presse
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845140,"Washing, bleaching or dyeing machines (o/t mach"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845150,"Mach for reeling,unreeling,folding,cut or pink"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845180,Mach for wring/dress/finishing/coating or impre
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845190,Pts of washing/cleaning/drying/ironing/ dyeing
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845221,"Automatic sewing machines, other than book-sewi"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845229,"Sewing machines, other than book-sewing machine"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845230,Sewing machine needles
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845240,"Furniture, bases and covers for sewing machines"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845290,"Parts of sewing machines, nes"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845310,"Machinery for preparing,tanning or working hide"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845320,Machinery for making or repairing footwear
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845380,"Mach for making or repair art of hides,skins or"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845390,Pts of mach for prep etc hides skin leather or
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845410,Converters used in metallurgy or metal foundrie
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845420,Ingot moulds & ladles used in metallurgy or met
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845430,Casting machines used in metallurgy or metal fo
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845490,Pts of converters/ladles/ingot moulds&casting m
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845510,"Tube mills, metal rolling"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845521,Hot or combination hot & cold metal rolling mil
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845522,Cold metal rolling mills
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845530,Rolls for metal rolling mills
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845590,Parts of metal rolling mills & rolls
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845610,Mach-tls for work any mat by rem of mat optd by
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845620,Mach-tls for work any mat by rem of mat optd by
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845630,Mach-tls for work any mat by rem of mat optd by
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845690,Mach-tls for work any mat by rem of mat optd by
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845710,"Machining centres, for working metal"
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845720,Unit construction machines (single sta) for wor
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845730,Multi-station transfer machines for working met
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845811,Horizontal lathes numerically controlled for re
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845819,Horizontal lathes nes for removing metal
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845891,Lathes nes numerically controlled for removing
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845899,Lathes nes for removing metal
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845910,Way-type unit head mches for removing metal
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845921,Drilling mches nes; numerically controlled for
H0,HS 1988/92,UNCTAD-SoP4, Capital goods,845929,"Drilling mches nes, for removing metal"
